policy,cost_mode,lambda,mean_reward,mean_cost,mean_utility,choice_counts_by_route
oracle_direct_true_reward_true_cost,actual_realized,20.0,0.5594405594405595,0.0014218673041958042,0.5310032133566434,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,25.0,0.36013986013986016,0.0029269143951048946,0.28696700026223776,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 139, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 37, ""solver:openai/gpt-oss-20b"": 106}"
q_bare_direct,predicted_expert_fixed_scout,25.0,0.35664335664335667,0.0026658749405594406,0.28999648312937065,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 141, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 101}"
q_bare_direct,oracle_actual_eval_cost,25.0,0.3776223776223776,0.0021835555979020974,0.32303348767482515,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 140, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 17, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 88}"
best_always,actual_realized,25.0,0.3881118881118881,0.0030106595979020982,0.31284539816433565,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
oracle_direct_true_reward_true_cost,actual_realized,25.0,0.5594405594405595,0.0014218673041958042,0.5238938768356644,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,30.0,0.3531468531468531,0.0021297763916083914,0.28925356139860137,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 121}"
q_bare_direct,predicted_expert_fixed_scout,30.0,0.36363636363636365,0.002290096944055944,0.29493345531468534,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 142, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 31, ""solver:openai/gpt-oss-20b"": 113}"
q_bare_direct,oracle_actual_eval_cost,30.0,0.3776223776223776,0.001961138902097902,0.31878821055944057,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 15, ""solver:openai/gpt-oss-120b"": 38, ""solver:openai/gpt-oss-20b"": 89}"
best_always,actual_realized,30.0,0.3881118881118881,0.0030106595979020982,0.29779210017482516,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
oracle_direct_true_reward_true_cost,actual_realized,30.0,0.5559440559440559,0.0012962475349650347,0.5170566298951049,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,35.0,0.35664335664335667,0.001527906576923077,0.30316662645104897,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 132}"
q_bare_direct,predicted_expert_fixed_scout,35.0,0.36363636363636365,0.0020327718671328673,0.2924893482867133,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 119}"
q_bare_direct,oracle_actual_eval_cost,35.0,0.3776223776223776,0.0015494252797202798,0.3233924928321678,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 29, ""solver:openai/gpt-oss-20b"": 98}"
best_always,actual_realized,35.0,0.3881118881118881,0.0030106595979020982,0.28273880218531466,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
oracle_direct_true_reward_true_cost,actual_realized,35.0,0.5559440559440559,0.0012962475349650347,0.5105753922202797,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,40.0,0.34965034965034963,0.001351192958041958,0.2956026313286713,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 150, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 136}"
q_bare_direct,predicted_expert_fixed_scout,40.0,0.35664335664335667,0.0015974626013986015,0.2927448525874126,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 147, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 13, ""solver:openai/gpt-oss-20b"": 126}"
q_bare_direct,oracle_actual_eval_cost,40.0,0.3706293706293706,0.001404456055944056,0.3144511283916084,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 150, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 10, ""solver:openai/gpt-oss-120b"": 24, ""solver:openai/gpt-oss-20b"": 102}"
best_always,actual_realized,40.0,0.2902097902097902,0.0002618322587412587,0.2797364998601399,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
oracle_direct_true_reward_true_cost,actual_realized,40.0,0.5559440559440559,0.0012962475349650347,0.5040941545454546,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,45.0,0.3531468531468531,0.0013188516538461537,0.2937985287237762,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 133}"
q_bare_direct,predicted_expert_fixed_scout,45.0,0.35664335664335667,0.001396591437062937,0.2937967419755245,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 149, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 131}"
q_bare_direct,oracle_actual_eval_cost,45.0,0.3741258741258741,0.0012294531713286714,0.3188004814160839,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 151, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 17, ""solver:openai/gpt-oss-20b"": 107}"
best_always,actual_realized,45.0,0.2902097902097902,0.0002618322587412587,0.2784273385664336,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
oracle_direct_true_reward_true_cost,actual_realized,45.0,0.5559440559440559,0.0012962475349650347,0.49761291687062936,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,50.0,0.3531468531468531,0.0012955603461538463,0.28836883583916084,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 129}"
q_bare_direct,predicted_expert_fixed_scout,50.0,0.35664335664335667,0.0012710948916083917,0.29308861206293707,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 129}"
q_bare_direct,oracle_actual_eval_cost,50.0,0.3776223776223776,0.0011550074685314686,0.3198720041958042,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 14, ""solver:openai/gpt-oss-20b"": 108}"
best_always,actual_realized,50.0,0.2902097902097902,0.0002618322587412587,0.27711817727272725,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
oracle_direct_true_reward_true_cost,actual_realized,50.0,0.5559440559440559,0.0012962475349650347,0.4911316791958042,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,55.0,0.3531468531468531,0.0011952218041958041,0.28740965391608386,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 164, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 122}"
q_bare_direct,predicted_expert_fixed_scout,55.0,0.34965034965034963,0.0012383801083916083,0.2815394436888112,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 3, ""solver:openai/gpt-oss-20b"": 126}"
q_bare_direct,oracle_actual_eval_cost,55.0,0.3706293706293706,0.0010650571573426575,0.31205122697552445,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 154, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 110}"
best_always,actual_realized,55.0,0.2902097902097902,0.0002618322587412587,0.27580901597902097,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
oracle_direct_true_reward_true_cost,actual_realized,55.0,0.5524475524475524,0.0012302588356643356,0.4847833164860139,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 211, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,60.0,0.34965034965034963,0.0011437060174825174,0.2810279886013986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 169, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 117}"
q_bare_direct,predicted_expert_fixed_scout,60.0,0.34615384615384615,0.0012094986258741258,0.2735839286013986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 2, ""solver:openai/gpt-oss-20b"": 127}"
q_bare_direct,oracle_actual_eval_cost,60.0,0.3706293706293706,0.0009812773041958042,0.31175273237762235,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 10, ""solver:openai/gpt-oss-120b"": 8, ""solver:openai/gpt-oss-20b"": 111}"
best_always,actual_realized,60.0,0.2902097902097902,0.0002618322587412587,0.2744998546853147,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
oracle_direct_true_reward_true_cost,actual_realized,60.0,0.548951048951049,0.0011704038916083915,0.4787268154545455,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 212, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,75.0,0.33916083916083917,0.0010605578286713286,0.25961900201048954,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 182, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 104}"
q_bare_direct,predicted_expert_fixed_scout,75.0,0.34615384615384615,0.001156716,0.25940014615384616,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 163, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 123}"
q_bare_direct,oracle_actual_eval_cost,75.0,0.36013986013986016,0.0008864431748251747,0.29365662202797205,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 164, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 8, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 108}"
best_always,actual_realized,75.0,0.2902097902097902,0.0002618322587412587,0.2705723708041958,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
oracle_direct_true_reward_true_cost,actual_realized,75.0,0.5384615384615384,0.0010137947447552448,0.4624269326048951,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 215, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 8, ""solver:openai/gpt-oss-20b"": 41}"
q_bare_direct,fixed_train_mean,100.0,0.34265734265734266,0.0009199154650349648,0.25066579615384615,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 198, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 88}"
q_bare_direct,predicted_expert_fixed_scout,100.0,0.34615384615384615,0.0011051762587412587,0.23563622027972028,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 172, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 114}"
q_bare_direct,oracle_actual_eval_cost,100.0,0.3531468531468531,0.0007729159825174826,0.2758552548951049,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 177, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 5, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 100}"
best_always,actual_realized,100.0,0.2902097902097902,0.0002618322587412587,0.26402656433566435,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
oracle_direct_true_reward_true_cost,actual_realized,100.0,0.5244755244755245,0.0008451209755244754,0.43996342692307694,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 218, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,150.0,0.32517482517482516,0.0007313620069930069,0.2154705241258741,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 217, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 69}"
q_bare_direct,predicted_expert_fixed_scout,150.0,0.3321678321678322,0.0008596231118881117,0.20322436538461544,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 198, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 88}"
q_bare_direct,oracle_actual_eval_cost,150.0,0.34265734265734266,0.0006343440524475523,0.24750573479020982,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 194, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 2, ""solver:openai/gpt-oss-120b"": 2, ""solver:openai/gpt-oss-20b"": 88}"
best_always,actual_realized,150.0,0.2902097902097902,0.0002618322587412587,0.2509349513986014,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
oracle_direct_true_reward_true_cost,actual_realized,150.0,0.5104895104895105,0.0007332368776223776,0.40050397884615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 222, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 42}"
q_bare_direct,fixed_train_mean,200.0,0.3111888111888112,0.0005963159755244755,0.19192561608391612,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 242, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 44}"
q_bare_direct,predicted_expert_fixed_scout,200.0,0.3181818181818182,0.0007699004510489509,0.164201727972028,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 212, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 74}"
q_bare_direct,oracle_actual_eval_cost,200.0,0.3356643356643357,0.0004978686048951049,0.2360906146853147,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 211, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 72}"
best_always,actual_realized,200.0,0.2902097902097902,0.0002618322587412587,0.23784333846153846,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
