split,policy,cost_mode,lambda,mean_reward,mean_cost,mean_utility,choice_counts_by_route,choice_agreement_with_oracle_cost_q
train,best_always,actual_realized,10.0,0.41012216404886565,0.0027746141256544503,0.38237602279232114,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1146}",
train,oracle_true_success_and_cost,actual_realized,10.0,0.543630017452007,0.0015605880034904012,0.528024137417103,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 846, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 57, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,15.0,0.4851657940663176,0.0026668885986038397,0.44516246508726,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 786, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 145, ""solver:openai/gpt-oss-20b"": 192}",0.8917975567190227
train,q_bare_direct,oracle_actual_cost,15.0,0.4781849912739965,0.0021360448734729495,0.44614431817190225,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 770, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 42, ""solver:openai/gpt-oss-120b"": 161, ""solver:openai/gpt-oss-20b"": 173}",1.0
train,best_always,actual_realized,15.0,0.41012216404886565,0.0027746141256544503,0.3685029521640489,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1146}",
train,oracle_true_success_and_cost,actual_realized,15.0,0.543630017452007,0.0015605880034904012,0.520221197399651,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 846, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 57, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,20.0,0.4720767888307155,0.002106644868237347,0.42994389146596856,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 797, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 16, ""solver:openai/gpt-oss-120b"": 96, ""solver:openai/gpt-oss-20b"": 237}",0.8865619546247818
train,q_bare_direct,oracle_actual_cost,20.0,0.47294938917975565,0.0017390011134380454,0.43816936691099473,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 777, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 40, ""solver:openai/gpt-oss-120b"": 121, ""solver:openai/gpt-oss-20b"": 208}",1.0
train,best_always,actual_realized,20.0,0.41012216404886565,0.0027746141256544503,0.3546298815357766,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1146}",
train,oracle_true_success_and_cost,actual_realized,20.0,0.543630017452007,0.0015605880034904012,0.5124182573821989,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 846, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 57, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,25.0,0.4607329842931937,0.0017497473289703315,0.4169893010689354,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 805, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 61, ""solver:openai/gpt-oss-20b"": 271}",0.8778359511343804
train,q_bare_direct,oracle_actual_cost,25.0,0.46335078534031415,0.0014410265253054103,0.4273251222076789,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 785, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 37, ""solver:openai/gpt-oss-120b"": 92, ""solver:openai/gpt-oss-20b"": 232}",1.0
train,best_always,actual_realized,25.0,0.41012216404886565,0.0027746141256544503,0.34075681090750437,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1146}",
train,oracle_true_success_and_cost,actual_realized,25.0,0.543630017452007,0.0015605880034904012,0.504615317364747,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 846, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 57, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,30.0,0.4511343804537522,0.0014284298673647468,0.4082814844328098,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 808, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 36, ""solver:openai/gpt-oss-20b"": 299}",0.8909249563699826
train,q_bare_direct,oracle_actual_cost,30.0,0.45549738219895286,0.00126921330017452,0.41742098319371723,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 791, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 34, ""solver:openai/gpt-oss-120b"": 74, ""solver:openai/gpt-oss-20b"": 247}",1.0
train,best_always,actual_realized,30.0,0.41012216404886565,0.0027746141256544503,0.32688374027923217,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1146}",
train,oracle_true_success_and_cost,actual_realized,30.0,0.5427574171029669,0.0015261946300174519,0.4969715782024433,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 847, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 56, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,35.0,0.44502617801047123,0.0012470357312390926,0.401379927417103,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 819, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 306}",0.8926701570680629
train,q_bare_direct,oracle_actual_cost,35.0,0.44589877835951136,0.0011060141413612565,0.4071882834118674,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 796, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 36, ""solver:openai/gpt-oss-120b"": 53, ""solver:openai/gpt-oss-20b"": 261}",1.0
train,best_always,actual_realized,35.0,0.41012216404886565,0.0027746141256544503,0.3130106696509599,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1146}",
train,oracle_true_success_and_cost,actual_realized,35.0,0.5418848167539267,0.0015003715200698079,0.48937181355148346,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 848, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 55, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,40.0,0.4319371727748691,0.0010119086841186736,0.39146082541012217,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 828, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 3, ""solver:openai/gpt-oss-20b"": 315}",0.9031413612565445
train,q_bare_direct,oracle_actual_cost,40.0,0.4424083769633508,0.001007639867364747,0.4021027822687609,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 802, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 34, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 269}",1.0
train,best_always,actual_realized,40.0,0.41012216404886565,0.0027746141256544503,0.29913759902268766,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1146}",
train,oracle_true_success_and_cost,actual_realized,40.0,0.5401396160558464,0.001453807942408377,0.4819872983595113,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 850, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 53, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,45.0,0.43106457242582896,0.0009727203202443279,0.3872921580148342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 832, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 314}",0.9171029668411868
train,q_bare_direct,oracle_actual_cost,45.0,0.44415357766143104,0.0009310502408376965,0.4022563168237347,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 810, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 32, ""solver:openai/gpt-oss-120b"": 29, ""solver:openai/gpt-oss-20b"": 275}",1.0
train,best_always,actual_realized,45.0,0.41012216404886565,0.0027746141256544503,0.2852645283944154,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1146}",
train,oracle_true_success_and_cost,actual_realized,45.0,0.537521815008726,0.001392319710296684,0.4748674280453752,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 853, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 50, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,50.0,0.43106457242582896,0.0009685395287958114,0.3826375959860384,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 836, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 310}",0.9214659685863874
train,q_bare_direct,oracle_actual_cost,50.0,0.4389179755671902,0.0008549252216404887,0.39617171448516575,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 820, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 28, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 277}",1.0
train,best_always,actual_realized,50.0,0.28534031413612565,0.00027702239092495634,0.27148919458987786,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 1146, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
train,oracle_true_success_and_cost,actual_realized,50.0,0.5296684118673648,0.0012250768551483422,0.46841456910994766,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 862, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,55.0,0.4328097731239092,0.0009486558019197207,0.3806337040183246,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 840, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 306}",0.9240837696335078
train,q_bare_direct,oracle_actual_cost,55.0,0.4389179755671902,0.0008283921186736474,0.3933564090401396,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 824, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 27, ""solver:openai/gpt-oss-120b"": 18, ""solver:openai/gpt-oss-20b"": 277}",1.0
train,best_always,actual_realized,55.0,0.28534031413612565,0.00027702239092495634,0.27010408263525304,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 1146, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
train,oracle_true_success_and_cost,actual_realized,55.0,0.5226876090750436,0.0010910391413612565,0.4626804563001745,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 870, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 33, ""solver:openai/gpt-oss-20b"": 179}",
train,q_bare_direct,fixed_train_mean,60.0,0.4319371727748691,0.0009447317827225131,0.3752532658115183,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 843, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 303}",0.9258289703315882
train,q_bare_direct,oracle_actual_cost,60.0,0.4397905759162304,0.0008027668089005236,0.391624567382199,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 827, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 25, ""solver:openai/gpt-oss-120b"": 14, ""solver:openai/gpt-oss-20b"": 280}",1.0
train,best_always,actual_realized,60.0,0.28534031413612565,0.00027702239092495634,0.2687189706806283,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 1146, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
train,oracle_true_success_and_cost,actual_realized,60.0,0.5209424083769634,0.0010601712862129144,0.4573321312041885,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 872, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 32, ""solver:openai/gpt-oss-20b"": 178}",
train,q_bare_direct,fixed_train_mean,75.0,0.4293193717277487,0.0008879265418848167,0.36272488108638745,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 864, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 282}",0.9267015706806283
train,q_bare_direct,oracle_actual_cost,75.0,0.4354275741710297,0.0007411718376963349,0.37983968634380455,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 843, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 28, ""solver:openai/gpt-oss-120b"": 8, ""solver:openai/gpt-oss-20b"": 267}",1.0
train,best_always,actual_realized,75.0,0.28534031413612565,0.00027702239092495634,0.26456363481675393,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 1146, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
train,oracle_true_success_and_cost,actual_realized,75.0,0.5113438045375218,0.0009230709965095986,0.44211347979930193,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 883, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 22, ""solver:openai/gpt-oss-20b"": 177}",
train,q_bare_direct,fixed_train_mean,100.0,0.4258289703315881,0.0008172914616055846,0.3440998241710297,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 897, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 249}",0.9205933682373473
train,q_bare_direct,oracle_actual_cost,100.0,0.424956369982548,0.0006491653115183245,0.36003983883071555,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 873, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 246}",1.0
train,best_always,actual_realized,100.0,0.28534031413612565,0.00027702239092495634,0.25763807504363,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 1146, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
train,oracle_true_success_and_cost,actual_realized,100.0,0.4965095986038394,0.0007513589005235602,0.4213737085514834,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 900, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 59, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 177}",
train,q_bare_direct,fixed_train_mean,150.0,0.41361256544502617,0.0006853986753926701,0.3108027641361256,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 942, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 204}",0.931064572425829
train,q_bare_direct,oracle_actual_cost,150.0,0.41273996509598604,0.0005405103603839442,0.3316634110383944,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 914, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 17, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 214}",1.0
train,best_always,actual_realized,150.0,0.28534031413612565,0.00027702239092495634,0.2437869554973822,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 1146, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
train,oracle_true_success_and_cost,actual_realized,150.0,0.48429319371727747,0.0006562928027923211,0.38584927329842933,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 914, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 55, ""solver:openai/gpt-oss-120b"": 5, ""solver:openai/gpt-oss-20b"": 172}",
train,q_bare_direct,fixed_train_mean,200.0,0.39965095986038396,0.0006040958586387435,0.27883178813263526,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 980, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 166}",0.9214659685863874
train,q_bare_direct,oracle_actual_cost,200.0,0.4040139616055846,0.0004736331090750436,0.3092873397905759,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 949, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 186}",1.0
train,best_always,actual_realized,200.0,0.28534031413612565,0.00027702239092495634,0.22993583595113437,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 1146, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
train,oracle_true_success_and_cost,actual_realized,200.0,0.47469458987783597,0.0006022321186736475,0.3542481661431065,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 925, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 50, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 170}",
eval,q_bare_direct,fixed_train_mean,0.0,0.40559440559440557,0.009137211993006994,0.40559440559440557,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}",1.0
eval,q_bare_direct,oracle_actual_cost,0.0,0.40559440559440557,0.009137211993006994,0.40559440559440557,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,0.0,0.40559440559440557,0.009137211993006994,0.40559440559440557,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}",1.0
eval,best_always,actual_realized,0.0,0.47202797202797203,0.01390635125874126,0.47202797202797203,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,0.0,0.5594405594405595,0.0014341748951048952,0.5594405594405595,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}",
eval,q_bare_direct,fixed_train_mean,5.0,0.38461538461538464,0.00566420686013986,0.3562943503146853,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 120, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 29, ""solver:openai/gpt-oss-120b"": 115, ""solver:openai/gpt-oss-20b"": 22}",0.9090909090909091
eval,q_bare_direct,oracle_actual_cost,5.0,0.3916083916083916,0.0056582444265734265,0.3633171694755245,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 112, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 28, ""solver:openai/gpt-oss-120b"": 123, ""solver:openai/gpt-oss-20b"": 23}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,5.0,0.3916083916083916,0.006048597174825174,0.36136540573426573,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 113, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 24, ""solver:openai/gpt-oss-120b"": 125, ""solver:openai/gpt-oss-20b"": 24}",0.9265734265734266
eval,best_always,actual_realized,5.0,0.47202797202797203,0.01390635125874126,0.40249621573426575,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,5.0,0.5594405594405595,0.0014218673041958042,0.5523312229195805,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}",
eval,q_bare_direct,fixed_train_mean,10.0,0.3741258741258741,0.004575637944055943,0.3283694946853147,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 123, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 18, ""solver:openai/gpt-oss-120b"": 78, ""solver:openai/gpt-oss-20b"": 67}",0.8566433566433567
eval,q_bare_direct,oracle_actual_cost,10.0,0.3741258741258741,0.004585969269230769,0.32826618143356645,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 123, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 26, ""solver:openai/gpt-oss-120b"": 98, ""solver:openai/gpt-oss-20b"": 39}",1.0
eval,q_bare_direct,predicted_expert_fixed_scout,10.0,0.3706293706293706,0.004848357744755245,0.3221457931818182,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 123, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 19, ""solver:openai/gpt-oss-120b"": 91, ""solver:openai/gpt-oss-20b"": 53}",0.8811188811188811
eval,best_always,actual_realized,10.0,0.4020979020979021,0.004328844195804196,0.35880946013986015,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",
eval,oracle_true_success_and_cost,actual_realized,10.0,0.5594405594405595,0.0014218673041958042,0.5452218863986015,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}",
